"2015-04-01 17:00","2015","04","01","17:00","-22,0","","-25,2","","75","","20","","6","","","","98,75","","","","-27","","ND"
"2015-04-01 18:00","2015","04","01","18:00","-22,3","","-25,2","","77","","23","","2","","","","98,76","","","","-24","","ND"
"2015-04-01 19:00","2015","04","01","19:00","-22,9","","-25,4","","80","","19","","3","","","","98,78","","","","-26","","ND"
"2015-04-01 20:00","2015","04","01","20:00","-23,2","","-25,5","","81","","20","","4","","","","98,76","","","","-27","","ND"
"2015-04-01 21:00","2015","04","01","21:00","-24,5","","-26,8","","81","","26","","4","","","","98,76","","","","-28","","ND"
"2015-04-01 22:00","2015","04","01","22:00","-23,7","","-26,1","","81","","25","","3","","","","98,77","","","","-27","","ND"
"2015-04-01 23:00","2015","04","01","23:00","-24,7","","-26,9","","82","","26","","5","","","","98,77","","","","-30","","ND"
"2015-04-02 00:00","2015","04","02","00:00","-25,0","","-27,4","","80","","27","","4","","","","98,78","","","","-29","","ND"
"2015-04-02 01:00","2015","04","02","01:00","-24,2","","-26,5","","81","","26","","3","","","","98,76","","","","-27","","ND"
"2015-04-02 02:00","2015","04","02","02:00","-25,3","","-27,8","","80","","26","","5","","","","98,77","","","","-30","","ND"
"2015-04-02 03:00","2015","04","02","03:00","-24,7","","-27,2","","80","","21","","2","","","","98,76","","","","-27","","ND"
"2015-04-02 04:00","2015","04","02","04:00","-25,0","","-27,4","","80","","0","","1","","","","98,75","","","","-26","","ND"
"2015-04-02 05:00","2015","04","02","05:00","-25,6","","-28,1","","79","","27","","2","","","","98,73","","","","-28","","ND"
"2015-04-02 06:00","2015","04","02","06:00","-25,2","","-27,7","","79","","0","","1","","","","98,71","","","","-26","","ND"
"2015-04-02 07:00","2015","04","02","07:00","-25,3","","-27,9","","79","","25","","3","","","","98,67","","","","-28","","ND"
"2015-04-02 08:00","2015","04","02","08:00","-25,2","","-27,8","","78","","26","","3","","","","98,63","","","","-28","","ND"
"2015-04-02 09:00","2015","04","02","09:00","-21,5","","-23,7","","83","","","","0","","","","98,60","","","","","","ND"
"2015-04-02 10:00","2015","04","02","10:00","-23,3","","-26,0","","78","","25","","4","","","","98,60","","","","-27","","ND"
"2015-04-02 11:00","2015","04","02","11:00","-22,5","","-25,2","","78","","24","","4","","","","98,58","","","","-26","","ND"
"2015-04-02 12:00","2015","04","02","12:00","-22,3","","-24,9","","79","","23","","6","","","","98,55","","","","-28","","ND"
"2015-04-02 13:00","2015","04","02","13:00","-22,3","","-25,0","","79","","23","","5","","","","98,49","","","","-27","","ND"
"2015-04-02 14:00","2015","04","02","14:00","-21,8","","-24,3","","80","","24","","3","","","","98,43","","","","-25","","ND"
"2015-04-02 15:00","2015","04","02","15:00","-20,0","","-22,8","","78","","9","","1","","","","98,38","","","","-21","","ND"
"2015-04-02 16:00","2015","04","02","16:00","-19,1","","-21,9","","78","","","","0","","","","98,35","","","","","","ND"
"2015-04-02 17:00","2015","04","02","17:00","-20,3","","-23,0","","79","","","","0","","","","98,33","","","","","","ND"
"2015-04-02 18:00","2015","04","02","18:00","-21,7","","-23,9","","82","","2","","3","","","","98,32","","","","-24","","ND"
"2015-04-02 19:00","2015","04","02","19:00","-22,2","","-24,2","","83","","5","","2","","","","98,27","","","","-24","","ND"
"2015-04-02 20:00","2015","04","02","20:00","-22,6","","-24,8","","82","","21","","1","","","","98,26","","","","-24","","ND"
"2015-04-02 21:00","2015","04","02","21:00","-22,9","","-25,1","","82","","","","0","","","","98,20","","","","","","ND"
"2015-04-02 22:00","2015","04","02","22:00","-23,1","","-25,4","","81","","","","0","","","","98,11","","","","","","ND"
"2015-04-02 23:00","2015","04","02","23:00","-22,7","","-25,0","","82","","","","0","","","","98,03","","","","","","ND"
