"2017-11-01 17:00","2017","11","01","17:00"
"2017-11-01 18:00","2017","11","01","18:00","-10,7","","-13,9","","77","","19","","29","","","","97,84","","","","-20","","ND"
"2017-11-01 19:00","2017","11","01","19:00","-10,5","","-13,4","","79","","18","","28","","","","97,85","","","","-20","","ND"
"2017-11-01 20:00","2017","11","01","20:00","-9,9","","-12,4","","82","","16","","21","","","","97,82","","","","-18","","ND"
"2017-11-01 21:00","2017","11","01","21:00","-8,5","","-10,7","","84","","25","","16","","","","97,77","","","","-15","","ND"
"2017-11-01 22:00","2017","11","01","22:00","-10,0","","-11,8","","86","","24","","15","","","","97,88","","","","-17","","ND"
"2017-11-01 23:00","2017","11","01","23:00","-10,6","","-12,9","","83","","24","","9","","","","97,91","","","","-16","","ND"
"2017-11-02 00:00","2017","11","02","00:00","-10,9","","-13,4","","82","","20","","28","","","","97,97","","","","-20","","ND"
"2017-11-02 01:00","2017","11","02","01:00","-9,9","","-12,6","","81","","20","","34","","","","98,02","","","","-20","","ND"
"2017-11-02 02:00","2017","11","02","02:00","-10,7","","-13,1","","82","","20","","34","","","","98,05","","","","-21","","ND"
"2017-11-02 03:00","2017","11","02","03:00","-10,1","","-12,3","","84","","20","","34","","","","98,06","","","","-20","","ND"
"2017-11-02 04:00","2017","11","02","04:00","-9,5","","-11,7","","84","","20","","31","","","","98,06","","","","-19","","ND"
"2017-11-02 05:00","2017","11","02","05:00","-8,9","","-12,0","","78","","23","","30","","","","98,09","","","","-18","","ND"
"2017-11-02 06:00","2017","11","02","06:00","-9,2","","-12,4","","77","","24","","25","","","","98,12","","","","-18","","ND"
"2017-11-02 07:00","2017","11","02","07:00","-9,9","","-12,5","","81","","25","","31","","","","98,18","","","","-20","","ND"
"2017-11-02 08:00","2017","11","02","08:00","-10,6","","-13,5","","79","","25","","31","","","","98,23","","","","-20","","ND"
"2017-11-02 09:00","2017","11","02","09:00","-10,8","","-14,0","","77","","24","","32","","","","98,29","","","","-21","","ND"
"2017-11-02 10:00","2017","11","02","10:00","-11,6","","-14,9","","76","","25","","40","","","","98,36","","","","-23","","ND"
"2017-11-02 11:00","2017","11","02","11:00","-11,3","","-15,3","","73","","25","","36","","","","98,40","","","","-22","","ND"
"2017-11-02 12:00","2017","11","02","12:00","-10,8","","-14,3","","75","","24","","36","","","","98,45","","","","-21","","ND"
"2017-11-02 13:00","2017","11","02","13:00","-11,2","","-14,7","","76","","26","","36","","","","98,50","","","","-22","","ND"
"2017-11-02 14:00","2017","11","02","14:00","-12,0","","-15,5","","75","","25","","43","","","","98,55","","","","-24","","ND"
"2017-11-02 15:00","2017","11","02","15:00","-11,6","","-15,3","","74","","24","","40","","","","98,61","","","","-23","","ND"
"2017-11-02 16:00","2017","11","02","16:00","-11,6","","-15,1","","75","","24","","42","","","","98,68","","","","-23","","ND"
"2017-11-02 17:00","2017","11","02","17:00"
"2017-11-02 18:00","2017","11","02","18:00","-11,2","","-15,7","","69","","25","","35","","","","98,77","","","","-22","","ND"
"2017-11-02 19:00","2017","11","02","19:00","-11,2","","-15,4","","71","","24","","31","","","","98,81","","","","-21","","ND"
"2017-11-02 20:00","2017","11","02","20:00","-11,6","","-16,5","","67","","25","","30","","","","98,82","","","","-22","","ND"
"2017-11-02 21:00","2017","11","02","21:00","-12,8","","-17,1","","71","","25","","19","","","","98,82","","","","-21","","ND"
"2017-11-02 22:00","2017","11","02","22:00","-13,3","","-17,4","","71","","20","","31","","","","98,80","","","","-24","","ND"
"2017-11-02 23:00","2017","11","02","23:00","-12,9","","-16,3","","75","","21","","34","","","","98,79","","","","-24","","ND"
"2017-11-03 00:00","2017","11","03","00:00","-13,6","","-16,2","","80","","21","","32","","","","98,78","","","","-25","","ND"
