"2016-12-01 17:00","2016","12","01","17:00","-11,0","","-13,4","","83","","23","","24","","","","99,20","","","","-20","","ND"
"2016-12-01 18:00","2016","12","01","18:00","-10,4","","-11,9","","89","","19","","15","","","","99,20","","","","-17","","ND"
"2016-12-01 19:00","2016","12","01","19:00","-12,7","","-14,5","","86","","26","","11","","","","99,17","","","","-19","","ND"
"2016-12-01 20:00","2016","12","01","20:00","-11,9","","-13,6","","87","","25","","17","","","","99,16","","","","-20","","ND"
"2016-12-01 21:00","2016","12","01","21:00","-12,1","","-13,7","","87","","24","","14","","","","99,13","","","","-19","","ND"
"2016-12-01 22:00","2016","12","01","22:00","-12,0","","-13,7","","87","","23","","16","","","","99,09","","","","-19","","ND"
"2016-12-01 23:00","2016","12","01","23:00","-12,5","","-14,3","","86","","26","","15","","","","99,09","","","","-20","","ND"
"2016-12-02 00:00","2016","12","02","00:00","-12,6","","-14,5","","86","","24","","20","","","","99,10","","","","-21","","ND"
"2016-12-02 01:00","2016","12","02","01:00","-12,4","","-14,2","","86","","25","","14","","","","99,11","","","","-19","","ND"
"2016-12-02 02:00","2016","12","02","02:00","-12,4","","-14,3","","86","","24","","14","","","","99,08","","","","-19","","ND"
"2016-12-02 03:00","2016","12","02","03:00","-12,8","","-14,7","","85","","20","","10","","","","99,08","","","","-19","","ND"
"2016-12-02 04:00","2016","12","02","04:00","-11,5","","-13,2","","87","","20","","9","","","","99,09","","","","-17","","ND"
"2016-12-02 05:00","2016","12","02","05:00","-12,9","","-14,9","","85","","25","","10","","","","99,08","","","","-19","","ND"
"2016-12-02 06:00","2016","12","02","06:00","-12,9","","-14,7","","86","","24","","69","","","","99,06","","","","-27","","ND"
"2016-12-02 07:00","2016","12","02","07:00","-12,7","","-14,7","","86","","25","","14","","","","99,05","","","","-20","","ND"
"2016-12-02 08:00","2016","12","02","08:00","-13,4","","-15,6","","84","","27","","16","","","","99,04","","","","-21","","ND"
"2016-12-02 09:00","2016","12","02","09:00","-12,0","","-13,6","","88","","22","","11","","","","99,01","","","","-18","","ND"
"2016-12-02 10:00","2016","12","02","10:00","-10,8","","-12,5","","87","","19","","13","","","","99,01","","","","-17","","ND"
"2016-12-02 11:00","2016","12","02","11:00","-11,3","","-13,1","","86","","21","","22","","","","98,99","","","","-20","","ND"
"2016-12-02 12:00","2016","12","02","12:00","-12,5","","-14,5","","85","","28","","12","","","","98,95","","","","-19","","ND"
"2016-12-02 13:00","2016","12","02","13:00","-12,5","","-14,4","","86","","28","","17","","","","98,93","","","","-20","","ND"
"2016-12-02 14:00","2016","12","02","14:00","-11,5","","-13,3","","86","","23","","24","","","","98,91","","","","-21","","ND"
"2016-12-02 15:00","2016","12","02","15:00","-10,8","","-12,6","","87","","21","","30","","","","98,90","","","","-21","","ND"
"2016-12-02 16:00","2016","12","02","16:00","-13,6","","-15,6","","85","","23","","25","","","","98,90","","","","-23","","ND"
"2016-12-02 17:00","2016","12","02","17:00","-11,4","","-13,0","","88","","19","","28","","","","98,87","","","","-21","","ND"
"2016-12-02 18:00","2016","12","02","18:00","-10,2","","-11,7","","88","","18","","23","","","","98,86","","","","-19","","ND"
"2016-12-02 19:00","2016","12","02","19:00","-10,0","","-11,5","","89","","20","","25","","","","98,81","","","","-19","","ND"
"2016-12-02 20:00","2016","12","02","20:00","-10,6","","-12,3","","88","","20","","28","","","","98,74","","","","-20","","ND"
"2016-12-02 21:00","2016","12","02","21:00","-9,7","","-11,3","","88","","22","","17","","","","98,75","","","","-17","","ND"
"2016-12-02 22:00","2016","12","02","22:00","-9,2","","-10,8","","89","","23","","25","","","","98,69","","","","-18","","ND"
"2016-12-02 23:00","2016","12","02","23:00","-9,6","","-11,2","","89","","24","","24","","","","98,67","","","","-18","","ND"
"2016-12-03 00:00","2016","12","03","00:00","-9,6","","-11,1","","89","","24","","18","","","","98,66","","","","-17","","ND"
"2016-12-03 01:00","2016","12","03","01:00","-10,1","","-11,7","","88","","23","","15","","","","98,65","","","","-17","","ND"
"2016-12-03 02:00","2016","12","03","02:00","-9,5","","-11,0","","89","","25","","12","","","","98,64","","","","-15","","ND"
"2016-12-03 03:00","2016","12","03","03:00","-9,5","","-11,1","","88","","23","","15","","","","98,63","","","","-16","","ND"
"2016-12-03 04:00","2016","12","03","04:00","-9,4","","-10,9","","89","","22","","15","","","","98,59","","","","-16","","ND"
"2016-12-03 05:00","2016","12","03","05:00","-9,2","","-10,6","","89","","23","","15","","","","98,56","","","","-16","","ND"
"2016-12-03 06:00","2016","12","03","06:00","-9,0","","-10,5","","89","","25","","16","","","","98,54","","","","-16","","ND"
"2016-12-03 07:00","2016","12","03","07:00","-8,6","","-10,0","","90","","25","","14","","","","98,53","","","","-15","","ND"
"2016-12-03 08:00","2016","12","03","08:00","-8,2","","-9,6","","90","","24","","14","","","","98,52","","","","-14","","ND"
"2016-12-03 09:00","2016","12","03","09:00","-7,9","","-9,2","","90","","23","","15","","","","98,51","","","","-14","","ND"
"2016-12-03 10:00","2016","12","03","10:00","-7,9","","-9,2","","90","","22","","19","","","","98,47","","","","-15","","ND"
"2016-12-03 11:00","2016","12","03","11:00","-7,3","","-8,5","","91","","24","","18","","","","98,44","","","","-14","","ND"
"2016-12-03 12:00","2016","12","03","12:00","-7,4","","-8,8","","90","","23","","21","","","","98,42","","","","-15","","ND"
"2016-12-03 13:00","2016","12","03","13:00","-7,0","","-8,3","","91","","22","","19","","","","98,40","","","","-14","","ND"
"2016-12-03 14:00","2016","12","03","14:00","-7,0","","-8,2","","91","","22","","17","","","","98,41","","","","-13","","ND"
"2016-12-03 15:00","2016","12","03","15:00","-6,8","","-7,9","","91","","22","","21","","","","98,41","","","","-14","","ND"
"2016-12-03 16:00","2016","12","03","16:00","-6,7","","-8,0","","91","","22","","23","","","","98,41","","","","-14","","ND"
"2016-12-03 17:00","2016","12","03","17:00","-6,6","","-7,8","","91","","23","","22","","","","98,42","","","","-14","","ND"
"2016-12-03 18:00","2016","12","03","18:00","-6,5","","-7,8","","91","","24","","17","","","","98,41","","","","-13","","ND"
"2016-12-03 19:00","2016","12","03","19:00","-6,6","","-8,0","","90","","24","","14","","","","98,40","","","","-12","","ND"
