"2016-09-01 17:00","2016","09","01","17:00","3,1","","0,5","","83","","3","","13","","","","99,05","","","","","","ND"
"2016-09-01 18:00","2016","09","01","18:00","2,8","","0,1","","82","","1","","12","","","","99,06","","","","","","ND"
"2016-09-01 19:00","2016","09","01","19:00","3,0","","0,1","","82","","36","","11","","","","99,06","","","","","","ND"
"2016-09-01 20:00","2016","09","01","20:00","2,5","","-0,4","","81","","35","","10","","","","99,09","","","","","","ND"
"2016-09-01 21:00","2016","09","01","21:00","2,6","","-0,2","","82","","36","","11","","","","99,07","","","","","","ND"
"2016-09-01 22:00","2016","09","01","22:00","2,5","","0,5","","87","","36","","11","","","","99,05","","","","","","ND"
"2016-09-01 23:00","2016","09","01","23:00","2,3","","0,3","","86","","34","","11","","","","99,07","","","","","","ND"
"2016-09-02 00:00","2016","09","02","00:00","1,5","","-0,2","","88","","33","","11","","","","99,07","","","","","","ND"
"2016-09-02 01:00","2016","09","02","01:00","1,5","","-0,3","","88","","32","","21","","","","99,11","","","","","","ND"
"2016-09-02 02:00","2016","09","02","02:00","1,3","","-0,7","","86","","31","","16","","","","99,15","","","","","","ND"
"2016-09-02 03:00","2016","09","02","03:00","1,4","","-0,9","","85","","30","","16","","","","99,16","","","","","","ND"
"2016-09-02 04:00","2016","09","02","04:00","1,5","","-1,4","","81","","31","","19","","","","99,20","","","","","","ND"
"2016-09-02 05:00","2016","09","02","05:00","1,2","","-1,7","","82","","35","","16","","","","99,21","","","","","","ND"
"2016-09-02 06:00","2016","09","02","06:00","1,2","","-2,0","","79","","34","","18","","","","99,21","","","","","","ND"
"2016-09-02 07:00","2016","09","02","07:00","0,6","","-0,8","","90","","33","","13","","","","99,22","","","","","","ND"
"2016-09-02 08:00","2016","09","02","08:00","1,1","","-0,9","","87","","35","","15","","","","99,24","","","","","","ND"
"2016-09-02 09:00","2016","09","02","09:00","1,1","","-0,1","","92","","34","","13","","","","99,25","","","","","","ND"
"2016-09-02 10:00","2016","09","02","10:00","1,5","","-0,3","","88","","35","","16","","","","99,25","","","","","","ND"
"2016-09-02 11:00","2016","09","02","11:00","1,8","","-1,1","","81","","36","","13","","","","99,26","","","","","","ND"
"2016-09-02 12:00","2016","09","02","12:00","2,2","","-1,2","","78","","35","","13","","","","99,28","","","","","","ND"
"2016-09-02 13:00","2016","09","02","13:00","2,5","","-1,1","","77","","36","","14","","","","99,29","","","","","","ND"
"2016-09-02 14:00","2016","09","02","14:00","3,6","","-1,1","","71","","34","","9","","","","99,29","","","","","","ND"
"2016-09-02 15:00","2016","09","02","15:00","3,5","","-1,1","","72","","1","","12","","","","99,30","","","","","","ND"
"2016-09-02 16:00","2016","09","02","16:00","4,0","","-0,6","","72","","2","","12","","","","99,30","","","","","","ND"
"2016-09-02 17:00","2016","09","02","17:00","3,3","","-0,8","","74","","2","","14","","","","99,30","","","","","","ND"
"2016-09-02 18:00","2016","09","02","18:00","3,0","","-0,6","","78","","5","","8","","","","99,31","","","","","","ND"
"2016-09-02 19:00","2016","09","02","19:00","3,0","","0,0","","81","","2","","6","","","","99,32","","","","","","ND"
"2016-09-02 20:00","2016","09","02","20:00","2,9","","1,1","","88","","34","","9","","","","99,34","","","","","","ND"
"2016-09-02 21:00","2016","09","02","21:00","2,5","","0,3","","85","","30","","9","","","","99,32","","","","","","ND"
"2016-09-02 22:00","2016","09","02","22:00","1,3","","-0,4","","89","","32","","11","","","","99,34","","","","","","ND"
"2016-09-02 23:00","2016","09","02","23:00","1,3","","-0,5","","88","","29","","6","","","","99,37","","","","","","ND"
"2016-09-03 00:00","2016","09","03","00:00","0,8","","-0,5","","91","","21","","7","","","","99,39","","","","","","ND"
"2016-09-03 01:00","2016","09","03","01:00","0,4","","-1,0","","91","","21","","6","","","","99,39","","","","","","ND"
"2016-09-03 02:00","2016","09","03","02:00","0,6","","-1,0","","89","","20","","4","","","","99,38","","","","","","ND"
"2016-09-03 03:00","2016","09","03","03:00","0,5","","-1,1","","89","","0","","1","","","","99,34","","","","","","ND"
"2016-09-03 04:00","2016","09","03","04:00","0,3","","-1,5","","88","","24","","5","","","","99,34","","","","","","ND"
"2016-09-03 05:00","2016","09","03","05:00","0,4","","-1,5","","88","","23","","3","","","","99,33","","","","","","ND"
"2016-09-03 06:00","2016","09","03","06:00","0,3","","-1,8","","86","","21","","6","","","","99,34","","","","","","ND"
"2016-09-03 07:00","2016","09","03","07:00","0,9","","-0,9","","87","","21","","6","","","","99,36","","","","","","ND"
"2016-09-03 08:00","2016","09","03","08:00","2,4","","0,0","","84","","19","","9","","","","99,37","","","","","","ND"
"2016-09-03 09:00","2016","09","03","09:00","3,1","","-0,7","","76","","23","","9","","","","99,36","","","","","","ND"
"2016-09-03 10:00","2016","09","03","10:00","4,0","","-1,1","","70","","23","","7","","","","99,29","","","","","","ND"
"2016-09-03 11:00","2016","09","03","11:00","4,8","","-0,2","","70","","17","","11","","","","99,25","","","","","","ND"
"2016-09-03 12:00","2016","09","03","12:00","6,4","","0,3","","65","","18","","16","","","","99,17","","","","","","ND"
"2016-09-03 13:00","2016","09","03","13:00","7,8","","0,2","","59","","20","","19","","","","99,11","","","","","","ND"
"2016-09-03 14:00","2016","09","03","14:00","7,9","","-0,5","","55","","22","","22","","","","99,07","","","","","","ND"
"2016-09-03 15:00","2016","09","03","15:00","9,0","","0,2","","54","","22","","24","","","","99,00","","","","","","ND"
"2016-09-03 16:00","2016","09","03","16:00","8,1","","-0,8","","53","","21","","23","","","","98,95","","","","","","ND"
"2016-09-03 17:00","2016","09","03","17:00","8,5","","-0,8","","52","","22","","22","","","","98,87","","","","","","ND"
"2016-09-03 18:00","2016","09","03","18:00","7,3","","-0,4","","58","","19","","26","","","","98,80","","","","","","ND"
"2016-09-03 19:00","2016","09","03","19:00","6,6","","-1,0","","58","","18","","22","","","","98,65","","","","","","ND"
"2016-09-03 20:00","2016","09","03","20:00","5,8","","-0,7","","63","","18","","23","","","","98,58","","","","","","ND"
"2016-09-03 21:00","2016","09","03","21:00","5,8","","-0,7","","63","","20","","12","","","","98,51","","","","","","ND"
"2016-09-03 22:00","2016","09","03","22:00","5,9","","-0,8","","62","","18","","38","","","","98,31","","","","","","ND"
"2016-09-03 23:00","2016","09","03","23:00","6,3","","-0,6","","61","","17","","58","","","","98,05","","","","","","ND"
"2016-09-04 00:00","2016","09","04","00:00","6,1","","-0,2","","64","","17","","43","","","","98,00","","","","","","ND"
"2016-09-04 01:00","2016","09","04","01:00","6,5","","0,2","","64","","17","","48","","","","97,63","","","","","","ND"
"2016-09-04 02:00","2016","09","04","02:00","6,2","","1,6","","73","","17","","46","","","","97,60","","","","","","ND"
"2016-09-04 03:00","2016","09","04","03:00","6,1","","2,5","","78","","17","","82","","","","97,04","","","","","","ND"
"2016-09-04 04:00","2016","09","04","04:00","6,4","","3,7","","83","","17","","86","","","","96,85","","","","","","ND"
"2016-09-04 05:00","2016","09","04","05:00","7,1","","5,0","","87","","16","","103","","","","96,42","","","","","","ND"
"2016-09-04 06:00","2016","09","04","06:00","7,2","","5,7","","90","","17","","87","","","","96,42","","","","","","ND"
"2016-09-04 07:00","2016","09","04","07:00","8,4","","7,0","","91","","18","","76","","","","96,33","","","","","","ND"
"2016-09-04 08:00","2016","09","04","08:00","10,0","","8,2","","89","","18","","76","","","","96,23","","","","","","ND"
"2016-09-04 09:00","2016","09","04","09:00","11,5","","9,7","","89","","19","","73","","","","96,11","","","","","","ND"
"2016-09-04 10:00","2016","09","04","10:00","12,4","","11,1","","92","","21","","68","","","","96,08","","","","","","ND"
"2016-09-04 11:00","2016","09","04","11:00","11,9","","11,1","","95","","19","","52","","","","96,10","","","","","","ND"
"2016-09-04 12:00","2016","09","04","12:00","12,0","","11,4","","96","","20","","50","","","","96,02","","","","","","ND"
"2016-09-04 13:00","2016","09","04","13:00","13,0","","11,9","","93","","20","","51","","","","95,92","","","","","","ND"
"2016-09-04 14:00","2016","09","04","14:00","12,6","","11,9","","95","","21","","53","","","","95,87","","","","","","ND"
"2016-09-04 15:00","2016","09","04","15:00","11,2","","10,1","","93","","22","","63","","","","95,86","","","","","","ND"
"2016-09-04 16:00","2016","09","04","16:00","11,1","","9,3","","88","","23","","60","","","","95,86","","","","","","ND"
"2016-09-04 17:00","2016","09","04","17:00","11,1","","9,1","","87","","22","","54","","","","95,86","","","","","","ND"
