"Nom de la Station","SALLUIT"
"Province","QUÉBEC"
"Latitude","62,18"
"Longitude","-75,67"
"Altitude","228,00"
"ID climatologique","7117800"
"ID de l'OMM","71641"
"ID de TC","MFX"
"Toutes les heures sont exprimées en heure normale locale (HNL). Pour convertir l'heure locale en heure avancée de l'Est (HAE), ajoutez 1 heure s'il y a lieu."

"Légende"
"E","Valeur estimée"
"M","Données manquantes"
"ND","Non disponible"

"Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"2015-08-09 17:00","2015","08","09","17:00","3,7","","3,1","","96","","4","","18","","","","98,64","","","","","","ND"
"2015-08-09 18:00","2015","08","09","18:00","3,0","","2,7","","98","","4","","15","","","","98,68","","","","","","ND"
"2015-08-09 19:00","2015","08","09","19:00","3,0","","2,7","","98","","5","","16","","","","98,70","","","","","","ND"
"2015-08-09 20:00","2015","08","09","20:00","2,5","","2,3","","98","","4","","14","","","","98,73","","","","","","ND"
"2015-08-09 21:00","2015","08","09","21:00","2,5","","2,3","","99","","6","","10","","","","98,76","","","","","","ND"
"2015-08-09 22:00","2015","08","09","22:00","2,7","","2,5","","99","","4","","8","","","","98,75","","","","","","ND"
"2015-08-09 23:00","2015","08","09","23:00","2,7","","2,5","","99","","5","","14","","","","98,75","","","","","","ND"
"2015-08-10 00:00","2015","08","10","00:00","2,5","","2,3","","99","","4","","12","","","","98,76","","","","","","ND"
"2015-08-10 01:00","2015","08","10","01:00","2,9","","2,7","","99","","3","","10","","","","98,78","","","","","","ND"
"2015-08-10 02:00","2015","08","10","02:00","2,8","","2,6","","99","","5","","7","","","","98,77","","","","","","ND"
"2015-08-10 03:00","2015","08","10","03:00","2,6","","2,4","","99","","5","","11","","","","98,78","","","","","","ND"
"2015-08-10 04:00","2015","08","10","04:00","2,5","","2,4","","99","","3","","14","","","","98,81","","","","","","ND"
"2015-08-10 05:00","2015","08","10","05:00","2,6","","2,4","","99","","5","","13","","","","98,82","","","","","","ND"
"2015-08-10 06:00","2015","08","10","06:00","2,4","","2,2","","99","","4","","11","","","","98,83","","","","","","ND"
"2015-08-10 07:00","2015","08","10","07:00","3,0","","2,8","","99","","6","","6","","","","98,85","","","","","","ND"
"2015-08-10 08:00","2015","08","10","08:00","3,9","","3,7","","99","","5","","10","","","","98,85","","","","","","ND"
"2015-08-10 09:00","2015","08","10","09:00","4,9","","2,0","","81","","1","","13","","","","98,82","","","","","","ND"
"2015-08-10 10:00","2015","08","10","10:00","5,3","","2,1","","80","","4","","13","","","","98,81","","","","","","ND"
"2015-08-10 11:00","2015","08","10","11:00","6,3","","1,6","","72","","3","","17","","","","98,80","","","","","","ND"
"2015-08-10 12:00","2015","08","10","12:00","5,7","","1,2","","73","","5","","17","","","","98,80","","","","","","ND"
"2015-08-10 13:00","2015","08","10","13:00","5,4","","1,3","","75","","4","","20","","","","98,78","","","","","","ND"
"2015-08-10 14:00","2015","08","10","14:00","5,3","","2,2","","81","","3","","21","","","","98,79","","","","","","ND"
"2015-08-10 15:00","2015","08","10","15:00","5,6","","1,9","","77","","2","","20","","","","98,80","","","","","","ND"
"2015-08-10 16:00","2015","08","10","16:00","4,2","","1,7","","84","","4","","19","","","","98,82","","","","","","ND"
"2015-08-10 17:00","2015","08","10","17:00","3,9","","1,0","","81","","4","","18","","","","98,81","","","","","","ND"
"2015-08-10 18:00","2015","08","10","18:00","3,4","","1,4","","87","","4","","13","","","","98,84","","","","","","ND"
"2015-08-10 19:00","2015","08","10","19:00","2,9","","1,1","","88","","3","","15","","","","98,84","","","","","","ND"
"2015-08-10 20:00","2015","08","10","20:00","2,6","","1,2","","90","","4","","16","","","","98,86","","","","","","ND"
"2015-08-10 21:00","2015","08","10","21:00","1,9","","1,0","","94","","3","","16","","","","98,87","","","","","","ND"
"2015-08-10 22:00","2015","08","10","22:00","1,7","","0,5","","92","","5","","15","","","","98,87","","","","","","ND"
"2015-08-10 23:00","2015","08","10","23:00","1,7","","0,6","","92","","3","","7","","","","98,89","","","","","","ND"
"2015-08-11 00:00","2015","08","11","00:00","1,7","","0,7","","93","","5","","8","","","","98,90","","","","","","ND"
"2015-08-11 01:00","2015","08","11","01:00","1,6","","0,7","","94","","2","","14","","","","98,93","","","","","","ND"
"2015-08-11 02:00","2015","08","11","02:00","1,6","","0,4","","91","","1","","14","","","","98,95","","","","","","ND"
"2015-08-11 03:00","2015","08","11","03:00","1,3","","0,4","","93","","4","","6","","","","98,98","","","","","","ND"
"2015-08-11 04:00","2015","08","11","04:00","1,5","","0,9","","96","","5","","10","","","","99,00","","","","","","ND"
"2015-08-11 05:00","2015","08","11","05:00","2,0","","1,0","","93","","1","","10","","","","99,02","","","","","","ND"
"2015-08-11 06:00","2015","08","11","06:00","1,9","","0,5","","90","","4","","14","","","","99,04","","","","","","ND"
"2015-08-11 07:00","2015","08","11","07:00","2,5","","-0,2","","83","","3","","14","","","","99,09","","","","","","ND"
"2015-08-11 08:00","2015","08","11","08:00","2,8","","0,6","","85","","3","","14","","","","99,11","","","","","","ND"
"2015-08-11 09:00","2015","08","11","09:00","3,6","","0,0","","77","","1","","8","","","","99,11","","","","","","ND"
"2015-08-11 10:00","2015","08","11","10:00","4,5","","0,1","","73","","4","","8","","","","99,11","","","","","","ND"
"2015-08-11 11:00","2015","08","11","11:00","5,3","","-0,1","","68","","4","","9","","","","99,09","","","","","","ND"
"2015-08-11 12:00","2015","08","11","12:00","6,3","","-1,1","","59","","5","","10","","","","99,08","","","","","","ND"
"2015-08-11 13:00","2015","08","11","13:00","7,2","","-1,7","","53","","8","","8","","","","99,08","","","","","","ND"
"2015-08-11 14:00","2015","08","11","14:00","8,0","","-2,1","","49","","5","","6","","","","99,06","","","","","","ND"
"2015-08-11 15:00","2015","08","11","15:00","8,5","","-0,2","","54","","2","","19","","","","99,03","","","","","","ND"
"2015-08-11 16:00","2015","08","11","16:00","6,8","","0,3","","63","","3","","21","","","","99,02","","","","","","ND"
"2015-08-11 17:00","2015","08","11","17:00","7,0","","-2,2","","52","","4","","12","","","","99,01","","","","","","ND"
"2015-08-11 18:00","2015","08","11","18:00","7,1","","-0,8","","57","","4","","11","","","","98,99","","","","","","ND"
"2015-08-11 19:00","2015","08","11","19:00","6,4","","-1,0","","59","","4","","10","","","","98,99","","","","","","ND"
"2015-08-11 20:00","2015","08","11","20:00","6,1","","-1,3","","59","","4","","6","","","","98,97","","","","","","ND"
"2015-08-11 21:00","2015","08","11","21:00","5,8","","-1,5","","59","","4","","6","","","","98,96","","","","","","ND"
"2015-08-11 22:00","2015","08","11","22:00","5,8","","-1,9","","58","","22","","2","","","","98,93","","","","","","ND"
"2015-08-11 23:00","2015","08","11","23:00","5,8","","-1,7","","58","","23","","3","","","","98,91","","","","","","ND"
"2015-08-12 00:00","2015","08","12","00:00","5,5","","-1,2","","62","","23","","5","","","","98,89","","","","","","ND"
"2015-08-12 01:00","2015","08","12","01:00","5,1","","-0,8","","66","","20","","5","","","","98,86","","","","","","ND"
"2015-08-12 02:00","2015","08","12","02:00","5,8","","-0,6","","63","","21","","10","","","","98,85","","","","","","ND"
"2015-08-12 03:00","2015","08","12","03:00","5,6","","-0,2","","66","","22","","8","","","","98,82","","","","","","ND"
"2015-08-12 04:00","2015","08","12","04:00","5,0","","0,0","","70","","23","","7","","","","98,79","","","","","","ND"
"2015-08-12 05:00","2015","08","12","05:00","5,1","","0,0","","70","","20","","24","","","","98,74","","","","","","ND"
"2015-08-12 06:00","2015","08","12","06:00","6,0","","1,0","","70","","22","","20","","","","98,71","","","","","","ND"
"2015-08-12 07:00","2015","08","12","07:00","7,2","","0,4","","62","","20","","29","","","","98,66","","","","","","ND"
"2015-08-12 08:00","2015","08","12","08:00","9,0","","0,6","","56","","20","","34","","","","98,62","","","","","","ND"
"2015-08-12 09:00","2015","08","12","09:00","9,6","","1,8","","58","","20","","38","","","","98,56","","","","","","ND"
"2015-08-12 10:00","2015","08","12","10:00","11,5","","2,5","","54","","21","","36","","","","98,52","","","","","","ND"
"2015-08-12 11:00","2015","08","12","11:00","12,0","","1,4","","48","","21","","36","","","","98,42","","","","","","ND"
"2015-08-12 12:00","2015","08","12","12:00","13,4","","1,5","","44","","22","","43","","","","98,35","","","","","","ND"
"2015-08-12 13:00","2015","08","12","13:00","14,0","","0,8","","41","","22","","49","","","","98,32","","","","","","ND"
"2015-08-12 14:00","2015","08","12","14:00","14,7","","1,4","","41","","23","","54","","","","98,25","","","","","","ND"
"2015-08-12 15:00","2015","08","12","15:00","14,7","","2,1","","42","","22","","53","","","","98,19","","","","","","ND"
"2015-08-12 16:00","2015","08","12","16:00","15,1","","2,7","","43","","22","","54","","","","98,14","","","","","","ND"
"2015-08-12 17:00","2015","08","12","17:00","14,0","","2,8","","47","","23","","49","","","","98,14","","","","","","ND"
"2015-08-12 18:00","2015","08","12","18:00","13,6","","2,6","","47","","22","","47","","","","98,10","","","","","","ND"
"2015-08-12 19:00","2015","08","12","19:00","12,9","","2,5","","49","","21","","42","","","","98,06","","","","","","ND"
"2015-08-12 20:00","2015","08","12","20:00","11,9","","2,6","","53","","21","","40","","","","98,00","","","","","","ND"
"2015-08-12 21:00","2015","08","12","21:00","10,9","","3,2","","59","","21","","42","","","","97,92","","","","","","ND"
"2015-08-12 22:00","2015","08","12","22:00","10,5","","1,5","","54","","20","","62","","","","97,81","","","","","","ND"
"2015-08-12 23:00","2015","08","12","23:00","10,3","","-0,8","","46","","20","","58","","","","97,78","","","","","","ND"
"2015-08-13 00:00","2015","08","13","00:00","10,0","","-2,1","","43","","20","","61","","","","97,74","","","","","","ND"
"2015-08-13 01:00","2015","08","13","01:00","9,8","","-1,8","","44","","20","","61","","","","97,66","","","","","","ND"
"2015-08-13 02:00","2015","08","13","02:00","9,7","","0,0","","51","","20","","61","","","","97,62","","","","","","ND"
"2015-08-13 03:00","2015","08","13","03:00","9,7","","0,8","","54","","21","","63","","","","97,61","","","","","","ND"
"2015-08-13 04:00","2015","08","13","04:00","9,6","","1,5","","57","","20","","53","","","","97,54","","","","","","ND"
"2015-08-13 05:00","2015","08","13","05:00","9,6","","1,7","","58","","19","","47","","","","97,52","","","","","","ND"
"2015-08-13 06:00","2015","08","13","06:00","10,0","","2,1","","58","","19","","56","","","","97,46","","","","","","ND"
"2015-08-13 07:00","2015","08","13","07:00","10,8","","2,7","","57","","20","","52","","","","97,45","","","","","","ND"
"2015-08-13 08:00","2015","08","13","08:00","11,8","","3,1","","55","","20","","44","","","","97,42","","","","","","ND"
"2015-08-13 09:00","2015","08","13","09:00","12,3","","2,9","","53","","21","","42","","","","97,40","","","","","","ND"
"2015-08-13 10:00","2015","08","13","10:00","12,9","","1,6","","46","","21","","41","","","","97,35","","","","","","ND"
"2015-08-13 11:00","2015","08","13","11:00","13,5","","-1,9","","35","","21","","44","","","","97,30","","","","","","ND"
"2015-08-13 12:00","2015","08","13","12:00","14,1","","-2,1","","32","","20","","42","","","","97,26","","","","","","ND"
"2015-08-13 13:00","2015","08","13","13:00","14,1","","0,7","","40","","21","","36","","","","97,21","","","","","","ND"
"2015-08-13 14:00","2015","08","13","14:00","15,1","","4,3","","48","","21","","32","","","","97,17","","","","","","ND"
"2015-08-13 15:00","2015","08","13","15:00","14,7","","3,2","","46","","19","","43","","","","97,17","","","","","","ND"
"2015-08-13 16:00","2015","08","13","16:00","14,1","","4,7","","53","","19","","42","","","","97,12","","","","","","ND"
"2015-08-13 17:00","2015","08","13","17:00","10,6","","5,3","","70","","19","","40","","","","97,13","","","","","","ND"
"2015-08-13 18:00","2015","08","13","18:00","10,2","","6,8","","80","","19","","39","","","","97,08","","","","","","ND"
"2015-08-13 19:00","2015","08","13","19:00","10,2","","8,1","","87","","19","","39","","","","97,03","","","","","","ND"
"2015-08-13 20:00","2015","08","13","20:00","10,4","","8,7","","90","","18","","37","","","","96,98","","","","","","ND"
"2015-08-13 21:00","2015","08","13","21:00","10,3","","8,1","","87","","18","","45","","","","96,86","","","","","","ND"
"2015-08-13 22:00","2015","08","13","22:00","10,9","","8,0","","82","","18","","27","","","","96,87","","","","","","ND"
"2015-08-13 23:00","2015","08","13","23:00","10,4","","8,4","","87","","21","","18","","","","96,85","","","","","","ND"
"2015-08-14 00:00","2015","08","14","00:00","10,4","","8,7","","89","","21","","22","","","","96,81","","","","","","ND"
"2015-08-14 01:00","2015","08","14","01:00","10,0","","9,0","","93","","21","","24","","","","96,78","","","","","","ND"
"2015-08-14 02:00","2015","08","14","02:00","10,0","","9,2","","95","","22","","27","","","","96,77","","","","","","ND"
"2015-08-14 03:00","2015","08","14","03:00","9,0","","8,3","","96","","25","","28","","","","96,81","","","","","","ND"
"2015-08-14 04:00","2015","08","14","04:00","8,2","","7,5","","95","","25","","28","","","","96,89","","","","","","ND"
"2015-08-14 05:00","2015","08","14","05:00","7,8","","7,2","","97","","25","","14","","","","96,93","","","","","","ND"
"2015-08-14 06:00","2015","08","14","06:00","6,7","","6,4","","98","","31","","18","","","","97,03","","","","","","ND"
"2015-08-14 07:00","2015","08","14","07:00","5,0","","4,7","","98","","36","","20","","","","97,12","","","","","","ND"
"2015-08-14 08:00","2015","08","14","08:00","3,7","","3,5","","99","","2","","22","","","","97,22","","","","","","ND"
"2015-08-14 09:00","2015","08","14","09:00","3,3","","3,1","","99","","1","","21","","","","97,30","","","","","","ND"
"2015-08-14 10:00","2015","08","14","10:00","3,0","","2,8","","99","","1","","15","","","","97,40","","","","","","ND"
"2015-08-14 11:00","2015","08","14","11:00","3,2","","3,0","","99","","1","","20","","","","97,48","","","","","","ND"
"2015-08-14 12:00","2015","08","14","12:00","3,9","","3,7","","99","","36","","17","","","","97,55","","","","","","ND"
"2015-08-14 13:00","2015","08","14","13:00","4,5","","4,2","","98","","2","","11","","","","97,59","","","","","","ND"
"2015-08-14 14:00","2015","08","14","14:00","5,8","","3,4","","85","","4","","17","","","","97,67","","","","","","ND"
"2015-08-14 15:00","2015","08","14","15:00","7,1","","2,0","","70","","2","","16","","","","97,75","","","","","","ND"
"2015-08-14 16:00","2015","08","14","16:00","6,5","","0,5","","65","","3","","14","","","","97,78","","","","","","ND"
"2015-08-14 17:00","2015","08","14","17:00","6,8","","1,6","","69","","4","","14","","","","97,81","","","","","","ND"
"2015-08-14 18:00","2015","08","14","18:00","6,7","","0,5","","65","","4","","9","","","","97,84","","","","","","ND"
"2015-08-14 19:00","2015","08","14","19:00","6,7","","0,1","","63","","6","","7","","","","97,87","","","","","","ND"
"2015-08-14 20:00","2015","08","14","20:00","6,5","","-0,6","","61","","6","","3","","","","97,89","","","","","","ND"
"2015-08-14 21:00","2015","08","14","21:00","6,0","","-0,8","","61","","6","","3","","","","97,92","","","","","","ND"
"2015-08-14 22:00","2015","08","14","22:00","5,2","","0,0","","69","","36","","1","","","","97,93","","","","","","ND"
"2015-08-14 23:00","2015","08","14","23:00","3,9","","0,6","","79","","23","","10","","","","97,94","","","","","","ND"
"2015-08-15 00:00","2015","08","15","00:00","3,7","","0,8","","82","","24","","10","","","","97,96","","","","","","ND"
"2015-08-15 01:00","2015","08","15","01:00","4,6","","1,2","","79","","22","","18","","","","97,95","","","","","","ND"
"2015-08-15 02:00","2015","08","15","02:00","3,7","","1,4","","85","","23","","24","","","","97,95","","","","","","ND"
"2015-08-15 03:00","2015","08","15","03:00","4,6","","2,0","","83","","22","","19","","","","97,94","","","","","","ND"
"2015-08-15 04:00","2015","08","15","04:00","3,7","","1,8","","87","","23","","19","","","","97,94","","","","","","ND"
"2015-08-15 05:00","2015","08","15","05:00","3,6","","2,0","","89","","24","","22","","","","97,94","","","","","","ND"
"2015-08-15 06:00","2015","08","15","06:00","5,2","","3,5","","89","","24","","28","","","","97,93","","","","","","ND"
"2015-08-15 07:00","2015","08","15","07:00","6,3","","3,1","","80","","23","","35","","","","97,95","","","","","","ND"
"2015-08-15 08:00","2015","08","15","08:00","7,6","","3,8","","77","","22","","41","","","","97,92","","","","","","ND"
"2015-08-15 09:00","2015","08","15","09:00","8,2","","4,3","","77","","22","","42","","","","97,94","","","","","","ND"
"2015-08-15 10:00","2015","08","15","10:00","8,7","","4,2","","73","","22","","42","","","","97,97","","","","","","ND"
"2015-08-15 11:00","2015","08","15","11:00","9,8","","3,9","","67","","22","","41","","","","97,95","","","","","","ND"
"2015-08-15 12:00","2015","08","15","12:00","11,8","","3,8","","58","","23","","41","","","","97,90","","","","","","ND"
"2015-08-15 13:00","2015","08","15","13:00","12,2","","3,4","","55","","25","","45","","","","97,88","","","","","","ND"
"2015-08-15 14:00","2015","08","15","14:00","13,3","","3,3","","51","","24","","42","","","","97,87","","","","","","ND"
"2015-08-15 15:00","2015","08","15","15:00","13,0","","2,5","","49","","25","","43","","","","97,87","","","","","","ND"
"2015-08-15 16:00","2015","08","15","16:00","12,6","","2,2","","49","","25","","40","","","","97,89","","","","","","ND"
"2015-08-15 17:00","2015","08","15","17:00","11,8","","2,2","","52","","26","","36","","","","97,91","","","","","","ND"
"2015-08-15 18:00","2015","08","15","18:00","11,4","","3,3","","57","","25","","33","","","","97,95","","","","","","ND"
"2015-08-15 19:00","2015","08","15","19:00","10,3","","3,7","","64","","25","","33","","","","97,95","","","","","","ND"
"2015-08-15 20:00","2015","08","15","20:00","8,4","","4,0","","74","","25","","28","","","","97,95","","","","","","ND"
"2015-08-15 21:00","2015","08","15","21:00","7,8","","4,6","","80","","24","","29","","","","97,96","","","","","","ND"
"2015-08-15 22:00","2015","08","15","22:00","7,5","","4,6","","82","","25","","27","","","","97,95","","","","","","ND"
"2015-08-15 23:00","2015","08","15","23:00","7,1","","4,4","","83","","24","","23","","","","97,94","","","","","","ND"
"2015-08-16 00:00","2015","08","16","00:00","6,6","","3,7","","82","","25","","22","","","","97,97","","","","","","ND"
"2015-08-16 01:00","2015","08","16","01:00","6,0","","3,1","","82","","25","","17","","","","97,99","","","","","","ND"
"2015-08-16 02:00","2015","08","16","02:00","6,0","","3,0","","81","","25","","18","","","","97,99","","","","","","ND"
"2015-08-16 03:00","2015","08","16","03:00","5,9","","2,6","","80","","26","","21","","","","97,99","","","","","","ND"
"2015-08-16 04:00","2015","08","16","04:00","6,0","","2,2","","76","","26","","24","","","","98,02","","","","","","ND"
"2015-08-16 05:00","2015","08","16","05:00","5,4","","2,0","","79","","26","","20","","","","98,01","","","","","","ND"
"2015-08-16 06:00","2015","08","16","06:00","5,3","","2,4","","81","","25","","20","","","","98,03","","","","","","ND"
"2015-08-16 07:00","2015","08","16","07:00","6,2","","3,0","","80","","25","","23","","","","98,06","","","","","","ND"
"2015-08-16 08:00","2015","08","16","08:00","7,0","","2,5","","73","","25","","22","","","","98,07","","","","","","ND"
"2015-08-16 09:00","2015","08","16","09:00","8,2","","2,1","","65","","25","","23","","","","98,10","","","","","","ND"
"2015-08-16 10:00","2015","08","16","10:00","8,7","","2,1","","63","","26","","32","","","","98,07","","","","","","ND"
"2015-08-16 11:00","2015","08","16","11:00","9,4","","2,1","","60","","26","","27","","","","98,04","","","","","","ND"
"2015-08-16 12:00","2015","08","16","12:00","10,3","","1,2","","53","","26","","26","","","","98,03","","","","","","ND"
"2015-08-16 13:00","2015","08","16","13:00","11,3","","0,9","","49","","25","","32","","","","97,99","","","","","","ND"
"2015-08-16 14:00","2015","08","16","14:00","12,1","","1,7","","49","","25","","29","","","","97,96","","","","","","ND"
"2015-08-16 15:00","2015","08","16","15:00","11,9","","1,2","","48","","25","","27","","","","97,94","","","","","","ND"
"2015-08-16 16:00","2015","08","16","16:00","11,5","","1,2","","49","","26","","30","","","","97,95","","","","","","ND"
"2015-08-16 17:00","2015","08","16","17:00","11,1","","1,4","","51","","26","","29","","","","97,97","","","","","","ND"
"2015-08-16 18:00","2015","08","16","18:00","10,7","","2,1","","55","","26","","23","","","","97,93","","","","","","ND"
"2015-08-16 19:00","2015","08","16","19:00","9,5","","2,0","","59","","25","","26","","","","97,90","","","","","","ND"
"2015-08-16 20:00","2015","08","16","20:00","8,7","","1,9","","63","","24","","28","","","","97,91","","","","","","ND"
"2015-08-16 21:00","2015","08","16","21:00","7,3","","2,0","","69","","21","","18","","","","97,90","","","","","","ND"
"2015-08-16 22:00","2015","08","16","22:00","6,9","","2,1","","72","","22","","26","","","","97,84","","","","","","ND"
"2015-08-16 23:00","2015","08","16","23:00","6,3","","2,0","","74","","22","","22","","","","97,77","","","","","","ND"
"2015-08-17 00:00","2015","08","17","00:00","6,5","","1,0","","68","","24","","19","","","","97,73","","","","","","ND"
"2015-08-17 01:00","2015","08","17","01:00","5,2","","1,1","","75","","21","","20","","","","97,70","","","","","","ND"
"2015-08-17 02:00","2015","08","17","02:00","5,4","","1,1","","73","","17","","19","","","","97,63","","","","","","ND"
"2015-08-17 03:00","2015","08","17","03:00","5,9","","0,3","","67","","18","","17","","","","97,62","","","","","","ND"
"2015-08-17 04:00","2015","08","17","04:00","5,1","","0,3","","71","","21","","15","","","","97,56","","","","","","ND"
"2015-08-17 05:00","2015","08","17","05:00","5,7","","0,5","","69","","20","","16","","","","97,51","","","","","","ND"
"2015-08-17 06:00","2015","08","17","06:00","6,3","","1,0","","69","","19","","18","","","","97,47","","","","","","ND"
"2015-08-17 07:00","2015","08","17","07:00","7,9","","1,8","","65","","20","","18","","","","97,45","","","","","","ND"
"2015-08-17 08:00","2015","08","17","08:00","8,9","","1,7","","61","","16","","17","","","","97,40","","","","","","ND"
"2015-08-17 09:00","2015","08","17","09:00","9,4","","2,2","","61","","20","","23","","","","97,33","","","","","","ND"
"2015-08-17 10:00","2015","08","17","10:00","10,9","","2,9","","58","","21","","19","","","","97,28","","","","","","ND"
"2015-08-17 11:00","2015","08","17","11:00","12,8","","3,2","","52","","25","","20","","","","97,23","","","","","","ND"
"2015-08-17 12:00","2015","08","17","12:00","13,2","","3,1","","50","","25","","33","","","","97,19","","","","","","ND"
"2015-08-17 13:00","2015","08","17","13:00","14,2","","0,9","","40","","25","","30","","","","97,17","","","","","","ND"
"2015-08-17 14:00","2015","08","17","14:00","13,4","","2,7","","48","","25","","32","","","","97,16","","","","","","ND"
"2015-08-17 15:00","2015","08","17","15:00","13,2","","2,9","","50","","23","","47","","","","97,14","","","","","","ND"
"2015-08-17 16:00","2015","08","17","16:00","11,6","","5,5","","66","","26","","44","","","","97,20","","","","","","ND"
"2015-08-17 17:00","2015","08","17","17:00","10,0","","7,2","","82","","25","","40","","","","97,27","","","","","","ND"
"2015-08-17 18:00","2015","08","17","18:00","10,0","","6,2","","77","","26","","32","","","","97,33","","","","","","ND"
"2015-08-17 19:00","2015","08","17","19:00","9,4","","5,5","","77","","25","","25","","","","97,39","","","","","","ND"
"2015-08-17 20:00","2015","08","17","20:00","7,5","","4,6","","82","","25","","18","","","","97,49","","","","","","ND"
"2015-08-17 21:00","2015","08","17","21:00","6,3","","3,2","","80","","23","","27","","","","97,54","","","","","","ND"
"2015-08-17 22:00","2015","08","17","22:00","6,4","","2,6","","76","","23","","23","","","","97,58","","","","","","ND"
"2015-08-17 23:00","2015","08","17","23:00","6,8","","3,1","","77","","24","","27","","","","97,59","","","","","","ND"
"2015-08-18 00:00","2015","08","18","00:00","6,7","","3,4","","80","","22","","35","","","","97,60","","","","","","ND"
"2015-08-18 01:00","2015","08","18","01:00","6,6","","4,1","","84","","24","","34","","","","97,61","","","","","","ND"
"2015-08-18 02:00","2015","08","18","02:00","6,4","","4,0","","85","","23","","35","","","","97,65","","","","","","ND"
"2015-08-18 03:00","2015","08","18","03:00","6,4","","3,8","","83","","24","","32","","","","97,68","","","","","","ND"
"2015-08-18 04:00","2015","08","18","04:00","6,1","","3,4","","83","","24","","32","","","","97,70","","","","","","ND"
"2015-08-18 05:00","2015","08","18","05:00","5,6","","3,8","","88","","24","","25","","","","97,74","","","","","","ND"
"2015-08-18 06:00","2015","08","18","06:00","6,0","","3,1","","82","","23","","31","","","","97,77","","","","","","ND"
"2015-08-18 07:00","2015","08","18","07:00","6,4","","3,0","","79","","23","","30","","","","97,78","","","","","","ND"
"2015-08-18 08:00","2015","08","18","08:00","6,4","","3,5","","82","","22","","32","","","","97,80","","","","","","ND"
"2015-08-18 09:00","2015","08","18","09:00","6,5","","3,8","","83","","23","","30","","","","97,81","","","","","","ND"
"2015-08-18 10:00","2015","08","18","10:00","6,4","","4,6","","88","","27","","22","","","","97,83","","","","","","ND"
"2015-08-18 11:00","2015","08","18","11:00","7,5","","2,7","","72","","28","","24","","","","97,82","","","","","","ND"
"2015-08-18 12:00","2015","08","18","12:00","5,9","","3,6","","85","","4","","22","","","","97,85","","","","","","ND"
"2015-08-18 13:00","2015","08","18","13:00","5,8","","1,4","","73","","4","","23","","","","97,88","","","","","","ND"
"2015-08-18 14:00","2015","08","18","14:00","6,0","","0,9","","70","","4","","17","","","","97,93","","","","","","ND"
"2015-08-18 15:00","2015","08","18","15:00","6,3","","0,7","","68","","4","","16","","","","97,98","","","","","","ND"
"2015-08-18 16:00","2015","08","18","16:00","6,2","","0,5","","67","","2","","19","","","","98,03","","","","","","ND"
"2015-08-18 17:00","2015","08","18","17:00","5,1","","1,6","","78","","5","","21","","","","98,09","","","","","","ND"
"2015-08-18 18:00","2015","08","18","18:00","3,9","","1,0","","81","","5","","13","","","","98,13","","","","","","ND"
"2015-08-18 19:00","2015","08","18","19:00","4,2","","0,6","","78","","6","","6","","","","98,15","","","","","","ND"
"2015-08-18 20:00","2015","08","18","20:00","3,9","","0,2","","77","","6","","4","","","","98,21","","","","","","ND"
"2015-08-18 21:00","2015","08","18","21:00","4,4","","0,3","","75","","18","","2","","","","98,22","","","","","","ND"
"2015-08-18 22:00","2015","08","18","22:00","3,2","","0,3","","82","","23","","8","","","","98,24","","","","","","ND"
"2015-08-18 23:00","2015","08","18","23:00","3,6","","-0,2","","76","","23","","12","","","","98,27","","","","","","ND"
"2015-08-19 00:00","2015","08","19","00:00","3,7","","-0,8","","73","","24","","13","","","","98,30","","","","","","ND"
"2015-08-19 01:00","2015","08","19","01:00","3,3","","0,3","","81","","24","","17","","","","98,32","","","","","","ND"
"2015-08-19 02:00","2015","08","19","02:00","4,0","","1,0","","81","","25","","20","","","","98,35","","","","","","ND"
"2015-08-19 03:00","2015","08","19","03:00","4,3","","0,9","","79","","25","","17","","","","98,42","","","","","","ND"
"2015-08-19 04:00","2015","08","19","04:00","4,6","","0,9","","77","","26","","19","","","","98,49","","","","","","ND"
"2015-08-19 05:00","2015","08","19","05:00","4,7","","1,1","","78","","26","","24","","","","98,54","","","","","","ND"
"2015-08-19 06:00","2015","08","19","06:00","4,7","","2,0","","83","","25","","21","","","","98,59","","","","","","ND"
"2015-08-19 07:00","2015","08","19","07:00","5,3","","2,7","","83","","24","","28","","","","98,65","","","","","","ND"
"2015-08-19 08:00","2015","08","19","08:00","6,3","","3,1","","80","","25","","24","","","","98,71","","","","","","ND"
"2015-08-19 09:00","2015","08","19","09:00","7,4","","3,1","","74","","25","","27","","","","98,74","","","","","","ND"
"2015-08-19 10:00","2015","08","19","10:00","8,3","","2,7","","68","","26","","34","","","","98,75","","","","","","ND"
"2015-08-19 11:00","2015","08","19","11:00","9,8","","2,2","","59","","25","","31","","","","98,79","","","","","","ND"
"2015-08-19 12:00","2015","08","19","12:00","9,7","","1,4","","56","","25","","32","","","","98,81","","","","","","ND"
"2015-08-19 13:00","2015","08","19","13:00","10,0","","2,0","","57","","26","","26","","","","98,86","","","","","","ND"
